user,followers_count,friends_count,retweet_count,favorite_count,text
mathforlife9,2134,941,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
kelvinl01435370,61,64,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
cy62design,138,125,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Domo96954201,211,568,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
nomamao,218,550,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
GongHoeng,90,132,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
pktangon99,31,99,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Redc04t,93,458,0,0,@TIME How'd Hong Kong get the vaccine? I thought the stolen recipe the Chinese had was ineffective.
mukeshjune,1646,1140,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
John68993893,420,516,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
DiscloseTruth13,1335,1331,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
MiniMeme_Cat,426,598,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Chowcch1,37,19,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
SCMPNews,801294,306,1,7,"Coronavirus: representatives from Hong Kong’s pubs, nightclubs and karaoke bars request they be treated in the same… https://t.co/d4ahfpHZoA"
MexMenzel,82,884,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
hagiwararyu11,335,26,0,0,TIMEさんからRT:　Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?… https://t.co/MwJMAYWyah
BimbolaAdegoke,567,478,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
WunJill,116,24,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
ann_blumenthal,735,372,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
MandkhaiDa,1612,1541,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
nannoy123,181,136,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
coby81569021,98,160,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
EveBeforeDawn,1097,1151,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
TIME,18170377,505,17,60,"Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
hkeronduty,1639,2264,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
george_chen,24429,1463,2,16,Glad we can partner with health authorities around the world (incl. Hong Kong 🇭🇰) to add some art and creativity to… https://t.co/0ytLtQJHkk
SpringPocketEx,35,114,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
karlng15,8,2,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
DanielFreeHK51,253,314,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
preahkaew,1013,581,2,0,"RT @SCMPHongKong: Coronavirus: representatives from Hong Kong’s pubs, nightclubs and karaoke bars request they be treated in the same manne…"
GuPoints,62,911,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
aypony1987,55,32,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
pig5_1,98,261,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
whydoyousobad,50,182,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
jeffchun3,56,379,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
SCMPHongKong,14084,9,2,4,"Coronavirus: representatives from Hong Kong’s pubs, nightclubs and karaoke bars request they be treated in the same… https://t.co/cGKVDpaAEA"
Hkismyhome15,634,3261,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
KenjiEndo6,1891,1135,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Paige_Reynolds_,594,1242,1,2,This week - we've been making a series about the sociological phenomenon of vaccine hesitancy 💉. Full series en rou… https://t.co/kG4J5dDcjp
PplFuture,484,5,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
kyok88045668,620,667,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
HongKong,2831,799,0,0,"Coronavirus: representatives from Hong Kong’s pubs, nightclubs and karaoke bars request they be treated in the same… https://t.co/m19RVCGcpk"
trityleti,51,249,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
BenwenH,61,854,291,0,"RT @Quicktake: Public distrust means even frontline medical workers are shying away from getting vaccinated in Hong Kong 

More: https://t.…"
manjuicecom1,206,342,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
howard20861,52,49,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
britishk_,1039,1802,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
YukKelvin,1236,1310,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
wall22222,41,77,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
HKU_CMEL,1196,2465,3,10,"In an interview with the South China Morning Post @scmpnews, our @CalvinWLHo commented on HK's ""vaccine bubble"", wh… https://t.co/jdBELcYUap"
hkdemonow,21712,3934,3,0,"RT @Monocle24: The Globalist: our series on vaccine hesitancy continues with @karina_tsui and the politics of trust in #HongKong
https://t.…"
GinToki86018590,23,44,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
nakalegal,98,221,0,0,Hong Kong drops ‘discriminatory’ vaccine plan for foreign workers https://t.co/XY2mZLhHpy via @AJEnglish
Raymond95165042,74,232,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
AnnCheung18,33,52,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
yeah5005,88,177,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
itmayraininmay,198,249,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
juwonreports,3064,1764,0,1,"기사 출처:

https://t.co/6iZQS2S1UI"
tomotommot,3265,801,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
HenryNam12,53,18,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Onrush70001238,190,389,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
GaryLok4,194,232,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
9W_721811831,32,51,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
GrandRevivalYay,276,351,2,0,RT @DavidPapp: Hong Kong won't mandate vaccine for foreign domestic workers https://t.co/4tu1UXVv94
tweet4852,502,2388,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
tweet4852,502,2388,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
missgabito,44,154,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
BBearJ,752,4984,11,0,"RT @tripperhead: The new ""vaccine bubble"" arrangements for people arriving in Hong Kong took effect from midnight.

Here is the CHP's 'conc…"
ally_barnard,1271,1028,11,0,"RT @tripperhead: The new ""vaccine bubble"" arrangements for people arriving in Hong Kong took effect from midnight.

Here is the CHP's 'conc…"
June_yu2020,115,335,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Climber68316457,54,113,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
purlinbeam,88,121,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
crystal14516171,10,3,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
BeckyParkes5,130,358,0,2,"@ThatAmelia Hong Kong is taking a similarly isolationist approach, although residents are allowed back from most pl… https://t.co/jwWJWxo0rP"
mackpijewski,404,571,0,0,"📷 You are invited to PARTY 🤟 to have a good time, relax and celebrate anything you want. I’m doing this because of… https://t.co/SFmfBblu3Z"
amsterdam_bill,2555,4991,0,1,Could it be that EU institutions don't boast about EU vaccine exports simply because there is not much to boast abo… https://t.co/w5UHy3xM6P
karina_tsui,273,788,3,0,"RT @Monocle24: The Globalist: our series on vaccine hesitancy continues with @karina_tsui and the politics of trust in #HongKong
https://t.…"
amsterdam_bill,2555,4991,0,0,"""EU has exported 37 mln more COVID-19 shots than its nations have received"": https://t.co/souf4hScL8 
Not clear whe… https://t.co/sH6xip1rWB"
ChoiEnglish,1198,656,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
hker_laupei,135,138,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
Heawo4,1458,2827,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
PHLNewsInsider,779,1742,3,0,"RT @manilabulletin: Hong Kong withdraws mandatory vaccine policy plan for domestic helpers
https://t.co/on564XeEU2"
MJccdWG,16,269,1,0,"RT @Jamon146: @thairnee @wacandaf0ever @KhaosodOnline มีใช้ 22 ประเทศทั่วโลก (จาก 193 ประเทศ) 
Azerbaijan, Brazil, Cambodia, Chile, Colombi…"
K1233211234567,72,36,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
mhylee2,74,46,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
ChoiEnglish,1198,656,5,0,RT @TMclaughlin3: Lawmaker Chan Han-pan asked in LegCo about Hong Kong's vaccine program for Mainland residents in the city. The final line…
JamesPo78021333,43,425,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
MichaelLamKL,126,286,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
africansinchina,2519,214,11,0,"RT @tripperhead: The new ""vaccine bubble"" arrangements for people arriving in Hong Kong took effect from midnight.

Here is the CHP's 'conc…"
newstruthliz,1791,425,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
hugoip5,9,18,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
rand_globalnews,9,1,0,0,"Source Yahoo News
Hong Kong won't mandate vaccine for foreign domestic workers https://t.co/7wUWaWTpR9"
Rezhasan,23726,516,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
Hellland2,875,924,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
IS58520479,61,56,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
iainmarlow,17765,3898,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
specrtre,218,1325,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
BahangD,184,133,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
milaniolivera,1523,2759,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
pathengart,357,1774,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
BloombergAsia,76413,565,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
next_china,59757,90,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
bpolitics,342217,906,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
stampwords,21733,569,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
ferrari_fb,177,517,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
DoKscho,869,80,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
glitchbotio,1188,342,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
business,7327186,1321,19,16,"""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong,… https://t.co/DE5Zqr5Z3q"
glitchbotio,1188,342,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Quicktake,1253818,1483,164,160,"“We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong re… https://t.co/gw5dTgX5cE"
viralvideovlogs,6599,4587,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
JITS_K_U,142,566,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
ThohaAli,339,31,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
tweet4852,502,2388,3,0,"RT @Monocle24: The Globalist: our series on vaccine hesitancy continues with @karina_tsui and the politics of trust in #HongKong
https://t.…"
Icantnotsee,64,188,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Monocle24,29553,29,3,5,"The Globalist: our series on vaccine hesitancy continues with @karina_tsui and the politics of trust in #HongKong
https://t.co/R3Y2lGbF0m"
Ertyu18499759,320,365,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
poposix9,966,1706,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
tweet4852,502,2388,12,0,"RT @Quicktake: 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a government…"
ngachoffat,2080,176,12,0,"RT @Quicktake: 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a government…"
tweet4852,502,2388,2,0,RT @DavidPapp: Hong Kong won't mandate vaccine for foreign domestic workers https://t.co/4tu1UXVv94
tweet4852,502,2388,5,0,RT @TMclaughlin3: Lawmaker Chan Han-pan asked in LegCo about Hong Kong's vaccine program for Mainland residents in the city. The final line…
_techtalkng,185,248,0,0,"RT @Quicktake 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling… https://t.co/QQIsHHfYnp"
tweet4852,502,2388,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
Chrispaz,2567,2646,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
IamMGBhatti,545,4743,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
28481k,3379,4999,11,0,"RT @tripperhead: The new ""vaccine bubble"" arrangements for people arriving in Hong Kong took effect from midnight.

Here is the CHP's 'conc…"
Rain2And,3034,2684,12,0,"RT @Quicktake: 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a government…"
BloombergAsia,76413,565,12,0,"RT @Quicktake: 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a government…"
business,7327186,1321,12,0,"RT @Quicktake: 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a government…"
bpolitics,342217,906,12,0,"RT @Quicktake: 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a government…"
markets,946797,284,12,0,"RT @Quicktake: 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a government…"
next_china,59757,90,12,0,"RT @Quicktake: 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a government…"
amys_bus_ticket,3031,4996,12,0,"RT @Quicktake: 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a government…"
glitchbotio,1188,342,12,0,"RT @Quicktake: 🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a government…"
Quicktake,1253818,1483,12,30,"🍽️ Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants are struggling to follow a g… https://t.co/LYud5FQ5Ly"
sunamari,1302,1291,11,0,"RT @tripperhead: The new ""vaccine bubble"" arrangements for people arriving in Hong Kong took effect from midnight.

Here is the CHP's 'conc…"
Jam13826408,140,257,5,0,RT @TMclaughlin3: Lawmaker Chan Han-pan asked in LegCo about Hong Kong's vaccine program for Mainland residents in the city. The final line…
tripperhead,5508,366,11,42,"The new ""vaccine bubble"" arrangements for people arriving in Hong Kong took effect from midnight.

Here is the CHP'… https://t.co/UHq1sjsZAR"
MarinesColonial,80,254,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
PTVph,166266,713,0,1,"#PTVBalitaNgayon May 12, 2021 3:00PM Update

Mahigpit na travel restriction sa mga galing ng Middle East, posibleng… https://t.co/1XF1T5gZdd"
Isabella_Chiang,30,103,0,1,"@Luke45886415 Although I don’t know where you got the information from, this is not true.  
BioNTech and Fosun Phar… https://t.co/dOvwS8arif"
Lorence_Hyler,2155,4762,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
Bubub_LoveHK,2204,3504,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
hkdemonow,21712,3934,5,0,RT @TMclaughlin3: Lawmaker Chan Han-pan asked in LegCo about Hong Kong's vaccine program for Mainland residents in the city. The final line…
navipmlight,45,25,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
navipmlight,45,25,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
donstnath,19,231,0,0,Hong Kong won't mandate vaccine for foreign domestic workers https://t.co/yXEugHS6rH
DavidPapp,69160,31682,2,2,Hong Kong won't mandate vaccine for foreign domestic workers https://t.co/4tu1UXVv94
hau_hk,2793,4930,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
Forestofmyown,50,19,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
mfc815,215,72,8,0,"RT @DavidV5Goliath: The Hyde Park Concert set for June has been cancelled

By that time most adults will have been vaccinated against a vir…"
BenjiSeitlhamo,6978,7678,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
YHCheng11,2104,3403,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
TMclaughlin3,24777,2458,5,3,Lawmaker Chan Han-pan asked in LegCo about Hong Kong's vaccine program for Mainland residents in the city. The fina… https://t.co/iLKruAQcCx
OnionOnion39,287,618,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
HKer20682966,2113,5002,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
COVID_19_Latest,684,549,0,0,"""Hong Kong drops ‘discriminatory’ vaccine plan for foreign workers""
https://t.co/jinfigOce5 via @AJEnglish

(Shared… https://t.co/PFRVeGZSZm"
RightsCorridor,368,1503,0,0,"ABOUT FACE. The #HongKong govt. dropped its plan of mandatory vaccines for 370,000 foreign #domesticworkers after i… https://t.co/rYswDCOVOd"
Jamon146,296,1312,1,5,"@thairnee @wacandaf0ever @KhaosodOnline มีใช้ 22 ประเทศทั่วโลก (จาก 193 ประเทศ) 
Azerbaijan, Brazil, Cambodia, Chil… https://t.co/4qlILbwfye"
HacoronaA,442,986,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
man12642556,983,1661,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
LordDe78,71,325,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
Mtumweusi9,301,580,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
bill_yuhk,43,11,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
John68993893,420,516,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
hangyanroad,455,182,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
Timothy42918910,19,170,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
econpoetic,5185,3187,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
lagwrfis,2313,2964,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
lagwrfis,2313,2964,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
GongHoeng,90,132,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
DiChristine,4447,867,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
gotaishoukyu,170,444,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
Alexmok88434813,39,15,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
BreakingNews878,356,357,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
wilsonjmashaka,237,113,0,0,Hong Kong won’t mandate vaccine for foreign domestic workers https://t.co/oJhg8TrpRV
Marie70883246,230,340,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
ibrahimpatel007,4000,1068,19,0,RT @AJEnglish: Hong Kong drops ‘discriminatory’ COVID vaccine plan for foreign workers https://t.co/hIg3xilLKL https://t.co/cUb14FQAEV
AahJace,1451,1917,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
benngai9,62,40,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
stripeygoodness,410,443,13,0,"RT @tripperhead: Now that the FDA has approved the BioNTech vaccine for 12-15 year olds, here in Hong Kong we may have to wait a little lon…"
